index,file,onset,duration,rating
0,crocodile_13.mp4,10.001900600000226,2.9987192999997205,0.0
1,cat_17.mp4,14.710791599999993,3.0047128000001067,1.0
2,shark_14.mp4,19.029031000000032,3.005020399999921,2.0
3,spider_13.mp4,23.51040069999999,3.005930100000114,3.0
4,horse_16.mp4,28.003197100000307,3.006117699999777,4.0
5,tiger_15.mp4,32.482774300000074,3.0064723000000413,
6,wasp_7.mp4,41.483387199999925,3.0035632000003716,0.0
7,whale_13.mp4,45.78628729999991,3.0040969000001496,1.0
8,millipede_17.mp4,50.15197990000024,3.001468399999794,2.0
9,tiger_11.mp4,54.605333299999984,3.005951399999958,3.0
