thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,instruction_image.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.006353300000228046,0.018882700000176555,0.018882700000176555,0.018882700000176555,,,,,,,,,
