thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,instruction_image.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.017441299999973126,0.0287903000003098,0.0287903000003098,0.0287903000003098,,,,,,,,,
