thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,dummy_fixation_cross.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.026630699983797967,0.03316840005572885,0.03316840005572885,2.635869099991396,5,2.596836700104177,None,,,327201,999,999,2025-01-10_16h51.08.853,video_presentation,2023.2.3,144.00029971065914,2025-01-10 16h51.12.997129 -0500,
,,,,,,,,,2.635897499974817,2.6425332999788225,,,,,,,,,
