trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,dummy_fixation.started,dummy.stopped,trial.started,movie.started,key_resp_trial.started,trial.stopped,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.008811999985482544,0.019698199990671128,0.019698199990671128,0.5421455000177957,t,0.5183051000349224,None,,,,,,,,250210,999,999,2025-01-07_10h28.15.103,video_presentation,2023.2.3,142.1425718242804,2025-01-07 10h28.26.590841 -0500,
,,,,11.906920600042213,,,,,,,,,0.5421864000381902,0.5475017999997362,10.543617999996059,10.544939599989448,11.906920600042213,11.906920600042213,13.545432800019626,,,,,,,,,
