thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,instruction_image.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.003901600000062899,0.016462999999930616,0.016462999999930616,0.016462999999930616,,,,,,,,,
