trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,dummy_fixation.started,dummy.stopped,trial.started,movie.started,key_resp_trial.started,trial.stopped,key_resp_trial.keys,rating.started,rating_fixation.started,rating.stopped,washout.started,fixation.started,fixation.stopped,washout.stopped,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.006340799969621003,0.01282159995753318,0.01282159995753318,1.1435609000036493,t,1.1268866999889724,None,,,,,,,,,,,,,,,,569493,999,999,2025-01-07_10h47.42.884,video_presentation,2023.2.3,143.99096888471522,2025-01-07 10h47.50.234731 -0500,
0,0,0,0,11.581334099988453,,,,,,,,,1.1436141000012867,1.1496580999810249,11.144488899968565,11.145872799970675,11.581334099988453,11.581334099988453,14.149339299998246,None,14.15453850000631,14.157791299978271,15.555164699966554,15.55518599995412,15.560828499961644,16.868891299993265,16.55463889997918,569493,999,999,2025-01-07_10h47.42.884,video_presentation,2023.2.3,143.99096888471522,2025-01-07 10h47.50.234731 -0500,
,,,,16.868891299993265,,,,,,,,,,,,16.555608599970583,16.868891299993265,16.868891299993265,,,,,,,,,,,,,,,,,,
