trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,dummy_fixation.started,dummy.stopped,trial.started,movie.started,key_resp_trial.started,trial.stopped,key_resp_trial.keys,rating.started,key_resp_rating.started,rating_fixation.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.027303699986077845,0.03357329999562353,0.03357329999562353,0.9354020999744534,t,0.8986572999856435,None,,,,,,,,,,,,026021,999,999,2025-01-07_10h32.43.549,video_presentation,2023.2.3,144.13271739657577,2025-01-07 10h32.49.441965 -0500,
,,,,11.416143999958877,,,,,,,,,0.9354413999826647,0.9413803999777883,10.936103699961677,10.937410099955741,11.416143999958877,11.416143999958877,13.940339999971911,None,13.945758499961812,,,,,,,,,,,
