thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,instruction_image.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.002912999999807653,0.01390369999990071,0.01390369999990071,0.01390369999990071,,,,,,,,,
