trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,dummy_fixation.started,dummy.stopped,trial.started,movie.started,key_resp_trial.started,trial.stopped,key_resp_trial.keys,rating.started,key_resp_rating.started,rating_fixation.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.023851300007663667,0.03000570001313463,0.03000570001313463,0.47310850000940263,t,0.4366978999460116,None,,,,,,,,,,,,063932,999,999,2025-01-07_10h33.47.060,video_presentation,2023.2.3,145.56867134846476,2025-01-07 10h33.52.694009 -0500,
,,,,10.919624699978158,,,,,,,,,0.47315019997768104,0.47928059997502714,10.473752600024454,10.475155399995856,10.919624699978158,10.919624699978158,13.47401569999056,None,13.479495899984613,,,,,,,,,,,
