thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,polygon_2.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.023935599951073527,0.03010750003159046,0.03010750003159046,1.695921599981375,5,1.6645447999471799,None,,,850490,999,999,2025-01-10_16h50.22.122,video_presentation,2023.2.3,143.95780319644666,2025-01-10 16h50.26.244751 -0500,
,,,,,,,,,1.6959544999990612,1.7011717000277713,,,,,,,,,
