thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,instruction_image.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,0.0035978000000795873,0.014579199999843695,0.014579199999843695,0.014579199999843695,,,,,,,,,
