trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,waiting_for_scanner.started,key_resp_start.started,text.started,waiting_for_scanner.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,dummy.started,dummy_fixation_cross.started,dummy.stopped,trial.started,movie.started,key_resp_trial.started,trial.stopped,key_resp_trial.keys,rating.started,rating_fixation_square.started,rating.stopped,washout.started,washout_fixation_cross.started,participant,session,run,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.024225999950431287,0.030407599988393486,0.030407599988393486,1.8414843999780715,5,1.8041198999853805,None,,,,,,,,,,,,,,825474,999,999,2025-01-10_17h07.40.429,video_presentation,2023.2.3,143.8728853715495,2025-01-10 17h07.44.785449 -0500,
,,,,12.166518099955283,,,,,,,,,1.8415136999683455,1.847973300027661,11.842485300032422,11.843869199976325,12.166518099955283,12.166518099955283,14.844635399989784,None,14.845376700046472,14.851352900033817,19.845094399992377,19.84510669996962,19.85199230001308,,,,,,,,,
