index,file,trial,category,onset,duration,rating
0,wasp_1.mp4,wasp_1,wasp,10.001987600000575,3.00540030002594,
1,beetle_10.mp4,beetle_10,beetle,,,
2,dog_12.mp4,dog_12,dog,,,
3,snake_2.mp4,snake_2,snake,,,
4,fish_17.mp4,fish_17,fish,,,
5,rabbit_13.mp4,rabbit_13,rabbit,,,
6,shark_8.mp4,shark_8,shark,,,
7,rat_2.mp4,rat_2,rat,,,
8,fish_2.mp4,fish_2,fish,,,
9,crocodile_11.mp4,crocodile_11,crocodile,,,
10,caterpillar_6.mp4,caterpillar_6,caterpillar,,,
11,dog_1.mp4,dog_1,dog,,,
12,rabbit_20.mp4,rabbit_20,rabbit,,,
13,butterfly_4.mp4,butterfly_4,butterfly,,,
14,dog_4.mp4,dog_4,dog,,,
15,wasp_9.mp4,wasp_9,wasp,,,
16,millipede_11.mp4,millipede_11,millipede,,,
17,snake_18.mp4,snake_18,snake,,,
18,tiger_10.mp4,tiger_10,tiger,,,
19,tiger_17.mp4,tiger_17,tiger,,,
20,whale_5.mp4,whale_5,whale,,,
21,snake_19.mp4,snake_19,snake,,,
22,cat_10.mp4,cat_10,cat,,,
23,caterpillar_3.mp4,caterpillar_3,caterpillar,,,
24,dog_16.mp4,dog_16,dog,,,
25,crocodile_15.mp4,crocodile_15,crocodile,,,
26,shark_12.mp4,shark_12,shark,,,
27,horse_10.mp4,horse_10,horse,,,
28,caterpillar_9.mp4,caterpillar_9,caterpillar,,,
29,whale_8.mp4,whale_8,whale,,,
30,spider_9.mp4,spider_9,spider,,,
31,rabbit_17.mp4,rabbit_17,rabbit,,,
32,spider_1.mp4,spider_1,spider,,,
33,caterpillar_20.mp4,caterpillar_20,caterpillar,,,
34,tiger_9.mp4,tiger_9,tiger,,,
35,rat_13.mp4,rat_13,rat,,,
36,millipede_18.mp4,millipede_18,millipede,,,
37,millipede_4.mp4,millipede_4,millipede,,,
38,spider_7.mp4,spider_7,spider,,,
39,caterpillar_12.mp4,caterpillar_12,caterpillar,,,
40,caterpillar_1.mp4,caterpillar_1,caterpillar,,,
41,shark_1.mp4,shark_1,shark,,,
42,bull_7.mp4,bull_7,bull,,,
43,bull_17.mp4,bull_17,bull,,,
44,spider_5.mp4,spider_5,spider,,,
45,shark_19.mp4,shark_19,shark,,,
46,beetle_6.mp4,beetle_6,beetle,,,
47,spider_18.mp4,spider_18,spider,,,
48,millipede_15.mp4,millipede_15,millipede,,,
49,frog_17.mp4,frog_17,frog,,,
50,snake_13.mp4,snake_13,snake,,,
51,tiger_5.mp4,tiger_5,tiger,,,
52,whale_16.mp4,whale_16,whale,,,
53,beetle_16.mp4,beetle_16,beetle,,,
54,rabbit_4.mp4,rabbit_4,rabbit,,,
55,fish_9.mp4,fish_9,fish,,,
56,cat_3.mp4,cat_3,cat,,,
57,caterpillar_17.mp4,caterpillar_17,caterpillar,,,
58,horse_8.mp4,horse_8,horse,,,
59,horse_5.mp4,horse_5,horse,,,
60,cat_12.mp4,cat_12,cat,,,
61,whale_20.mp4,whale_20,whale,,,
62,tiger_4.mp4,tiger_4,tiger,,,
63,rat_16.mp4,rat_16,rat,,,
64,bull_13.mp4,bull_13,bull,,,
65,frog_19.mp4,frog_19,frog,,,
66,fish_10.mp4,fish_10,fish,,,
67,horse_6.mp4,horse_6,horse,,,
68,cat_2.mp4,cat_2,cat,,,
69,crocodile_17.mp4,crocodile_17,crocodile,,,
70,fish_19.mp4,fish_19,fish,,,
71,beetle_19.mp4,beetle_19,beetle,,,
72,snake_10.mp4,snake_10,snake,,,
73,millipede_5.mp4,millipede_5,millipede,,,
74,spider_3.mp4,spider_3,spider,,,
75,rabbit_9.mp4,rabbit_9,rabbit,,,
76,frog_1.mp4,frog_1,frog,,,
77,crocodile_8.mp4,crocodile_8,crocodile,,,
78,butterfly_20.mp4,butterfly_20,butterfly,,,
79,bull_16.mp4,bull_16,bull,,,
80,fish_5.mp4,fish_5,fish,,,
81,frog_15.mp4,frog_15,frog,,,
82,rat_18.mp4,rat_18,rat,,,
83,dog_5.mp4,dog_5,dog,,,
84,cat_9.mp4,cat_9,cat,,,
85,cat_6.mp4,cat_6,cat,,,
86,bull_1.mp4,bull_1,bull,,,
87,whale_12.mp4,whale_12,whale,,,
88,dog_17.mp4,dog_17,dog,,,
89,horse_15.mp4,horse_15,horse,,,
90,snake_8.mp4,snake_8,snake,,,
91,beetle_20.mp4,beetle_20,beetle,,,
92,crocodile_2.mp4,crocodile_2,crocodile,,,
93,horse_18.mp4,horse_18,horse,,,
94,cat_13.mp4,cat_13,cat,,,
95,crocodile_19.mp4,crocodile_19,crocodile,,,
96,crocodile_1.mp4,crocodile_1,crocodile,,,
97,frog_10.mp4,frog_10,frog,,,
98,rat_7.mp4,rat_7,rat,,,
99,caterpillar_14.mp4,caterpillar_14,caterpillar,,,
100,crocodile_5.mp4,crocodile_5,crocodile,,,
101,frog_18.mp4,frog_18,frog,,,
102,bull_19.mp4,bull_19,bull,,,
103,dog_10.mp4,dog_10,dog,,,
104,rabbit_8.mp4,rabbit_8,rabbit,,,
105,spider_15.mp4,spider_15,spider,,,
106,tiger_12.mp4,tiger_12,tiger,,,
107,wasp_13.mp4,wasp_13,wasp,,,
108,tiger_13.mp4,tiger_13,tiger,,,
109,bull_8.mp4,bull_8,bull,,,
110,caterpillar_2.mp4,caterpillar_2,caterpillar,,,
111,dog_8.mp4,dog_8,dog,,,
112,wasp_8.mp4,wasp_8,wasp,,,
113,beetle_14.mp4,beetle_14,beetle,,,
114,frog_8.mp4,frog_8,frog,,,
115,horse_17.mp4,horse_17,horse,,,
116,horse_13.mp4,horse_13,horse,,,
117,fish_3.mp4,fish_3,fish,,,
118,spider_4.mp4,spider_4,spider,,,
119,caterpillar_11.mp4,caterpillar_11,caterpillar,,,
120,spider_12.mp4,spider_12,spider,,,
121,bull_10.mp4,bull_10,bull,,,
122,wasp_20.mp4,wasp_20,wasp,,,
123,tiger_20.mp4,tiger_20,tiger,,,
124,snake_16.mp4,snake_16,snake,,,
125,butterfly_18.mp4,butterfly_18,butterfly,,,
126,millipede_2.mp4,millipede_2,millipede,,,
127,spider_19.mp4,spider_19,spider,,,
128,snake_14.mp4,snake_14,snake,,,
129,beetle_18.mp4,beetle_18,beetle,,,
130,shark_5.mp4,shark_5,shark,,,
131,butterfly_3.mp4,butterfly_3,butterfly,,,
132,cat_1.mp4,cat_1,cat,,,
133,crocodile_16.mp4,crocodile_16,crocodile,,,
134,dog_13.mp4,dog_13,dog,,,
135,whale_6.mp4,whale_6,whale,,,
136,rat_15.mp4,rat_15,rat,,,
137,wasp_18.mp4,wasp_18,wasp,,,
138,whale_3.mp4,whale_3,whale,,,
139,horse_16.mp4,horse_16,horse,,,
140,cat_17.mp4,cat_17,cat,,,
141,snake_6.mp4,snake_6,snake,,,
142,frog_14.mp4,frog_14,frog,,,
143,millipede_6.mp4,millipede_6,millipede,,,
144,spider_14.mp4,spider_14,spider,,,
145,frog_6.mp4,frog_6,frog,,,
146,wasp_10.mp4,wasp_10,wasp,,,
147,wasp_4.mp4,wasp_4,wasp,,,
148,cat_4.mp4,cat_4,cat,,,
149,millipede_8.mp4,millipede_8,millipede,,,
