index,file,trial,category,onset,duration,rating
127,fish_13.mp4,fish_13,fish,,,
128,caterpillar_1.mp4,caterpillar_1,caterpillar,,,
129,horse_20.mp4,horse_20,horse,,,
130,crocodile_15.mp4,crocodile_15,crocodile,,,
131,rat_7.mp4,rat_7,rat,,,
132,fish_12.mp4,fish_12,fish,,,
133,caterpillar_5.mp4,caterpillar_5,caterpillar,,,
134,crocodile_14.mp4,crocodile_14,crocodile,,,
135,beetle_11.mp4,beetle_11,beetle,,,
136,frog_11.mp4,frog_11,frog,,,
137,shark_17.mp4,shark_17,shark,,,
138,bull_11.mp4,bull_11,bull,,,
139,shark_6.mp4,shark_6,shark,,,
140,millipede_10.mp4,millipede_10,millipede,,,
141,bull_4.mp4,bull_4,bull,,,
142,dog_15.mp4,dog_15,dog,,,
143,butterfly_9.mp4,butterfly_9,butterfly,,,
144,spider_1.mp4,spider_1,spider,,,
145,shark_10.mp4,shark_10,shark,,,
146,millipede_20.mp4,millipede_20,millipede,,,
147,rat_12.mp4,rat_12,rat,,,
148,rat_3.mp4,rat_3,rat,,,
149,cat_12.mp4,cat_12,cat,,,
