index,file,trial,category,onset,duration,rating
0,crocodile_9.mp4,crocodile_9,crocodile,10.00198530004127,3.0029387999675237,
1,cat_17.mp4,cat_17,cat,,,
2,caterpillar_12.mp4,caterpillar_12,caterpillar,,,
3,beetle_19.mp4,beetle_19,beetle,,,
4,bird_9.mp4,bird_9,bird,,,
5,bull_2.mp4,bull_2,bull,,,
6,cat_1.mp4,cat_1,cat,,,
7,beetle_6.mp4,beetle_6,beetle,,,
8,beetle_1.mp4,beetle_1,beetle,,,
9,bull_9.mp4,bull_9,bull,,,
10,caterpillar_15.mp4,caterpillar_15,caterpillar,,,
11,beetle_16.mp4,beetle_16,beetle,,,
12,cat_9.mp4,cat_9,cat,,,
13,bird_11.mp4,bird_11,bird,,,
14,beetle_13.mp4,beetle_13,beetle,,,
15,bird_7.mp4,bird_7,bird,,,
16,caterpillar_8.mp4,caterpillar_8,caterpillar,,,
17,crocodile_10.mp4,crocodile_10,crocodile,,,
18,butterfly_16.mp4,butterfly_16,butterfly,,,
19,crocodile_18.mp4,crocodile_18,crocodile,,,
20,butterfly_11.mp4,butterfly_11,butterfly,,,
21,crocodile_20.mp4,crocodile_20,crocodile,,,
22,beetle_14.mp4,beetle_14,beetle,,,
23,bird_14.mp4,bird_14,bird,,,
24,crocodile_17.mp4,crocodile_17,crocodile,,,
25,dog_14.mp4,dog_14,dog,,,
26,butterfly_2.mp4,butterfly_2,butterfly,,,
27,dog_1.mp4,dog_1,dog,,,
28,beetle_17.mp4,beetle_17,beetle,,,
29,bull_17.mp4,bull_17,bull,,,
30,cat_18.mp4,cat_18,cat,,,
31,bull_12.mp4,bull_12,bull,,,
32,bull_15.mp4,bull_15,bull,,,
33,butterfly_1.mp4,butterfly_1,butterfly,,,
34,butterfly_20.mp4,butterfly_20,butterfly,,,
35,caterpillar_19.mp4,caterpillar_19,caterpillar,,,
36,cat_4.mp4,cat_4,cat,,,
37,cat_7.mp4,cat_7,cat,,,
38,caterpillar_6.mp4,caterpillar_6,caterpillar,,,
39,cat_8.mp4,cat_8,cat,,,
40,bull_6.mp4,bull_6,bull,,,
41,bull_10.mp4,bull_10,bull,,,
42,caterpillar_20.mp4,caterpillar_20,caterpillar,,,
43,bull_3.mp4,bull_3,bull,,,
44,caterpillar_13.mp4,caterpillar_13,caterpillar,,,
45,butterfly_5.mp4,butterfly_5,butterfly,,,
46,butterfly_9.mp4,butterfly_9,butterfly,,,
47,butterfly_18.mp4,butterfly_18,butterfly,,,
48,beetle_4.mp4,beetle_4,beetle,,,
49,beetle_10.mp4,beetle_10,beetle,,,
50,bird_19.mp4,bird_19,bird,,,
51,bird_16.mp4,bird_16,bird,,,
52,butterfly_6.mp4,butterfly_6,butterfly,,,
53,bird_5.mp4,bird_5,bird,,,
54,butterfly_15.mp4,butterfly_15,butterfly,,,
55,dog_15.mp4,dog_15,dog,,,
56,caterpillar_10.mp4,caterpillar_10,caterpillar,,,
57,crocodile_6.mp4,crocodile_6,crocodile,,,
58,cat_13.mp4,cat_13,cat,,,
59,beetle_3.mp4,beetle_3,beetle,,,
60,caterpillar_4.mp4,caterpillar_4,caterpillar,,,
61,crocodile_15.mp4,crocodile_15,crocodile,,,
62,crocodile_1.mp4,crocodile_1,crocodile,,,
63,butterfly_4.mp4,butterfly_4,butterfly,,,
64,crocodile_4.mp4,crocodile_4,crocodile,,,
65,bull_19.mp4,bull_19,bull,,,
66,beetle_5.mp4,beetle_5,beetle,,,
67,bull_8.mp4,bull_8,bull,,,
68,butterfly_8.mp4,butterfly_8,butterfly,,,
69,cat_6.mp4,cat_6,cat,,,
70,caterpillar_1.mp4,caterpillar_1,caterpillar,,,
71,butterfly_10.mp4,butterfly_10,butterfly,,,
72,beetle_9.mp4,beetle_9,beetle,,,
73,bird_17.mp4,bird_17,bird,,,
74,crocodile_14.mp4,crocodile_14,crocodile,,,
75,bird_3.mp4,bird_3,bird,,,
76,cat_11.mp4,cat_11,cat,,,
77,cat_3.mp4,cat_3,cat,,,
78,bull_11.mp4,bull_11,bull,,,
79,cat_16.mp4,cat_16,cat,,,
80,bird_12.mp4,bird_12,bird,,,
